ㅁㄴ,메뉴,아이디,배당,양,text,text2
3629,보리마루 탭하우스,맥앤치즈&크래커,경복궁역3번 출구에서129m,영업 중22:30에 라스트오더22시 30분에 라스트오더,"단체 이용 가능, 주차, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분","맥주 스타일별 제안해드립니다. 미국, 벨기에 맥 주를 포함한 전세계 크래프트 탭라인을 15개 드 실수있습니다 드래프트 맥주탭 중 반은 지..."
3630,보리마루 탭하우스,페퍼로니 피자,경복궁역3번 출구에서129m,영업 중22:30에 라스트오더22시 30분에 라스트오더,"단체 이용 가능, 주차, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분","맥주 스타일별 제안해드립니다. 미국, 벨기에 맥 주를 포함한 전세계 크래프트 탭라인을 15개 드 실수있습니다 드래프트 맥주탭 중 반은 지..."
3631,보리마루 탭하우스,버필로 윙 & 봉,경복궁역3번 출구에서129m,영업 중22:30에 라스트오더22시 30분에 라스트오더,"단체 이용 가능, 주차, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분","맥주 스타일별 제안해드립니다. 미국, 벨기에 맥 주를 포함한 전세계 크래프트 탭라인을 15개 드 실수있습니다 드래프트 맥주탭 중 반은 지..."
3632,보리마루 탭하우스,소시지&베이크드빈,경복궁역3번 출구에서129m,영업 중22:30에 라스트오더22시 30분에 라스트오더,"단체 이용 가능, 주차, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분","맥주 스타일별 제안해드립니다. 미국, 벨기에 맥 주를 포함한 전세계 크래프트 탭라인을 15개 드 실수있습니다 드래프트 맥주탭 중 반은 지..."
3633,보리마루 탭하우스,감자튀김,경복궁역3번 출구에서129m,영업 중22:30에 라스트오더22시 30분에 라스트오더,"단체 이용 가능, 주차, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분","맥주 스타일별 제안해드립니다. 미국, 벨기에 맥 주를 포함한 전세계 크래프트 탭라인을 15개 드 실수있습니다 드래프트 맥주탭 중 반은 지..."
3634,보리마루 탭하우스,나초,경복궁역3번 출구에서129m,영업 중22:30에 라스트오더22시 30분에 라스트오더,"단체 이용 가능, 주차, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분","맥주 스타일별 제안해드립니다. 미국, 벨기에 맥 주를 포함한 전세계 크래프트 탭라인을 15개 드 실수있습니다 드래프트 맥주탭 중 반은 지..."
3635,ERROR,청운동남원추어탕,,,,
3636,독도16도,한국술집,경복궁역2번 출구에서554m,영업 중24:00에 영업 종료0시 0분에 영업 종료,"단체 이용 가능, 예약","안녕하세요, 서촌에 위치한 한국술집 독도 16도입니다. 한국의 술과 음식을 계절에 따라 순서대로 내어드리고 있습니다. 좋은 사람들이 사랑하는 분들과 함께 오셨으면 좋겠습니다. 예약은 캐치테이블로 가능합니다. 자세한 소식은 인스타그램 '독도16도'를 참고해주세요. *소규모 업장이라 영업시간 중 전화 문의는 응대가 어렵습니다. *주소는 서울시 종로구 누하동 56-1번지 3층입니다."
3637,익선하다,익선 마파 덮밥,경복궁역2번 출구에서292m,영업 중21:30에 라스트오더21시 30분에 라스트오더,"단체 이용 가능, 포장, 예약, 무선 인터넷",익선(翼善)하다 : '착한 일을 하도록 도와 이루게 하다' 라는 뜻 입니다. 좋은 음식을 좋은 사람들께 오랫동안 함께 즐길 수 있는 공간으로 초대합니다.
3638,익선하다,익선 마파 볶음면,경복궁역2번 출구에서292m,영업 중21:30에 라스트오더21시 30분에 라스트오더,"단체 이용 가능, 포장, 예약, 무선 인터넷",익선(翼善)하다 : '착한 일을 하도록 도와 이루게 하다' 라는 뜻 입니다. 좋은 음식을 좋은 사람들께 오랫동안 함께 즐길 수 있는 공간으로 초대합니다.
3639,익선하다,들기름 메밀 비빔면,경복궁역2번 출구에서292m,영업 중21:30에 라스트오더21시 30분에 라스트오더,"단체 이용 가능, 포장, 예약, 무선 인터넷",익선(翼善)하다 : '착한 일을 하도록 도와 이루게 하다' 라는 뜻 입니다. 좋은 음식을 좋은 사람들께 오랫동안 함께 즐길 수 있는 공간으로 초대합니다.
3640,익선하다,콩국수,경복궁역2번 출구에서292m,영업 중21:30에 라스트오더21시 30분에 라스트오더,"단체 이용 가능, 포장, 예약, 무선 인터넷",익선(翼善)하다 : '착한 일을 하도록 도와 이루게 하다' 라는 뜻 입니다. 좋은 음식을 좋은 사람들께 오랫동안 함께 즐길 수 있는 공간으로 초대합니다.
3641,익선하다,구운감자&차지키,경복궁역2번 출구에서292m,영업 중21:30에 라스트오더21시 30분에 라스트오더,"단체 이용 가능, 포장, 예약, 무선 인터넷",익선(翼善)하다 : '착한 일을 하도록 도와 이루게 하다' 라는 뜻 입니다. 좋은 음식을 좋은 사람들께 오랫동안 함께 즐길 수 있는 공간으로 초대합니다.
3642,익선하다,문어 세비체,경복궁역2번 출구에서292m,영업 중21:30에 라스트오더21시 30분에 라스트오더,"단체 이용 가능, 포장, 예약, 무선 인터넷",익선(翼善)하다 : '착한 일을 하도록 도와 이루게 하다' 라는 뜻 입니다. 좋은 음식을 좋은 사람들께 오랫동안 함께 즐길 수 있는 공간으로 초대합니다.
3643,익선하다,라따뚜이,경복궁역2번 출구에서292m,영업 중21:30에 라스트오더21시 30분에 라스트오더,"단체 이용 가능, 포장, 예약, 무선 인터넷",익선(翼善)하다 : '착한 일을 하도록 도와 이루게 하다' 라는 뜻 입니다. 좋은 음식을 좋은 사람들께 오랫동안 함께 즐길 수 있는 공간으로 초대합니다.
3644,익선하다,갈릭 대하 뇨끼,경복궁역2번 출구에서292m,영업 중21:30에 라스트오더21시 30분에 라스트오더,"단체 이용 가능, 포장, 예약, 무선 인터넷",익선(翼善)하다 : '착한 일을 하도록 도와 이루게 하다' 라는 뜻 입니다. 좋은 음식을 좋은 사람들께 오랫동안 함께 즐길 수 있는 공간으로 초대합니다.
3645,익선하다,망고 치킨 타코,경복궁역2번 출구에서292m,영업 중21:30에 라스트오더21시 30분에 라스트오더,"단체 이용 가능, 포장, 예약, 무선 인터넷",익선(翼善)하다 : '착한 일을 하도록 도와 이루게 하다' 라는 뜻 입니다. 좋은 음식을 좋은 사람들께 오랫동안 함께 즐길 수 있는 공간으로 초대합니다.
3646,익선하다,익선 오뎅탕,경복궁역2번 출구에서292m,영업 중21:30에 라스트오더21시 30분에 라스트오더,"단체 이용 가능, 포장, 예약, 무선 인터넷",익선(翼善)하다 : '착한 일을 하도록 도와 이루게 하다' 라는 뜻 입니다. 좋은 음식을 좋은 사람들께 오랫동안 함께 즐길 수 있는 공간으로 초대합니다.
3647,익선하다,쉘 크랩 & 깔라마리,경복궁역2번 출구에서292m,영업 중21:30에 라스트오더21시 30분에 라스트오더,"단체 이용 가능, 포장, 예약, 무선 인터넷",익선(翼善)하다 : '착한 일을 하도록 도와 이루게 하다' 라는 뜻 입니다. 좋은 음식을 좋은 사람들께 오랫동안 함께 즐길 수 있는 공간으로 초대합니다.
3648,익선하다,숯불 소갈비살 구이,경복궁역2번 출구에서292m,영업 중21:30에 라스트오더21시 30분에 라스트오더,"단체 이용 가능, 포장, 예약, 무선 인터넷",익선(翼善)하다 : '착한 일을 하도록 도와 이루게 하다' 라는 뜻 입니다. 좋은 음식을 좋은 사람들께 오랫동안 함께 즐길 수 있는 공간으로 초대합니다.
3649,익선하다,숯불 항정살 구이,경복궁역2번 출구에서292m,영업 중21:30에 라스트오더21시 30분에 라스트오더,"단체 이용 가능, 포장, 예약, 무선 인터넷",익선(翼善)하다 : '착한 일을 하도록 도와 이루게 하다' 라는 뜻 입니다. 좋은 음식을 좋은 사람들께 오랫동안 함께 즐길 수 있는 공간으로 초대합니다.
3650,익선하다,와인 플레이트,경복궁역2번 출구에서292m,영업 중21:30에 라스트오더21시 30분에 라스트오더,"단체 이용 가능, 포장, 예약, 무선 인터넷",익선(翼善)하다 : '착한 일을 하도록 도와 이루게 하다' 라는 뜻 입니다. 좋은 음식을 좋은 사람들께 오랫동안 함께 즐길 수 있는 공간으로 초대합니다.
3651,익선하다,민물 새우깡,경복궁역2번 출구에서292m,영업 중21:30에 라스트오더21시 30분에 라스트오더,"단체 이용 가능, 포장, 예약, 무선 인터넷",익선(翼善)하다 : '착한 일을 하도록 도와 이루게 하다' 라는 뜻 입니다. 좋은 음식을 좋은 사람들께 오랫동안 함께 즐길 수 있는 공간으로 초대합니다.
3652,ERROR,대하식당,,,,
3653,ERROR,도토미,,,,
3654,덕이나루,덕이국수,경복궁역2번 출구에서612m,영업 중22:00에 영업 종료22시 0분에 영업 종료,"배달, 무선 인터넷",주차불가
3655,덕이나루,우동/매운우동,경복궁역2번 출구에서612m,영업 중22:00에 영업 종료22시 0분에 영업 종료,"배달, 무선 인터넷",주차불가
3656,덕이나루,카레우동,경복궁역2번 출구에서612m,영업 중22:00에 영업 종료22시 0분에 영업 종료,"배달, 무선 인터넷",주차불가
3657,덕이나루,냉우동,경복궁역2번 출구에서612m,영업 중22:00에 영업 종료22시 0분에 영업 종료,"배달, 무선 인터넷",주차불가
3658,덕이나루,연어덮밥,경복궁역2번 출구에서612m,영업 중22:00에 영업 종료22시 0분에 영업 종료,"배달, 무선 인터넷",주차불가
3659,덕이나루,카레라이스,경복궁역2번 출구에서612m,영업 중22:00에 영업 종료22시 0분에 영업 종료,"배달, 무선 인터넷",주차불가
3660,덕이나루,계란장,경복궁역2번 출구에서612m,영업 중22:00에 영업 종료22시 0분에 영업 종료,"배달, 무선 인터넷",주차불가
3661,덕이나루,하이볼(잭다니엘40ml),경복궁역2번 출구에서612m,영업 중22:00에 영업 종료22시 0분에 영업 종료,"배달, 무선 인터넷",주차불가
3662,덕이나루,연어회,경복궁역2번 출구에서612m,영업 중22:00에 영업 종료22시 0분에 영업 종료,"배달, 무선 인터넷",주차불가
3663,덕이나루,부추물만두(반/한접시),경복궁역2번 출구에서612m,영업 중22:00에 영업 종료22시 0분에 영업 종료,"배달, 무선 인터넷",주차불가
3664,덕이나루,계란장과 고추땅콩,경복궁역2번 출구에서612m,영업 중22:00에 영업 종료22시 0분에 영업 종료,"배달, 무선 인터넷",주차불가
3665,덕이나루,구운항정,경복궁역2번 출구에서612m,영업 중22:00에 영업 종료22시 0분에 영업 종료,"배달, 무선 인터넷",주차불가
3666,야끼니꾸소량경복궁점,대량카세(550g),경복궁역2번 출구에서422m,영업 중23:00에 라스트오더23시 0분에 라스트오더,무선 인터넷,"안녕하세요 야끼니꾸소량 경복궁점입니다. 야끼니꾸소량은 테이블에 앉아 화로에 구워먹는 야끼니꾸 소고기와 어울리는 사이드 메뉴 다양한 주류(하이볼,소주,위스키)를 드실수 있습니다. 대표메뉴로는 당일 가장 신선한 고기부위를 모듬으로 내어드리는 소량카세와 대량카세가 있습니다. 방문해주시는 모든분들께 진심을 다해 감사드립니다^^ 예약은 매장전화로 부탁드립니다!"
3667,야끼니꾸소량경복궁점,소량카세(350g),경복궁역2번 출구에서422m,영업 중23:00에 라스트오더23시 0분에 라스트오더,무선 인터넷,"안녕하세요 야끼니꾸소량 경복궁점입니다. 야끼니꾸소량은 테이블에 앉아 화로에 구워먹는 야끼니꾸 소고기와 어울리는 사이드 메뉴 다양한 주류(하이볼,소주,위스키)를 드실수 있습니다. 대표메뉴로는 당일 가장 신선한 고기부위를 모듬으로 내어드리는 소량카세와 대량카세가 있습니다. 방문해주시는 모든분들께 진심을 다해 감사드립니다^^ 예약은 매장전화로 부탁드립니다!"
3668,야끼니꾸소량경복궁점,기린生맥주,경복궁역2번 출구에서422m,영업 중23:00에 라스트오더23시 0분에 라스트오더,무선 인터넷,"안녕하세요 야끼니꾸소량 경복궁점입니다. 야끼니꾸소량은 테이블에 앉아 화로에 구워먹는 야끼니꾸 소고기와 어울리는 사이드 메뉴 다양한 주류(하이볼,소주,위스키)를 드실수 있습니다. 대표메뉴로는 당일 가장 신선한 고기부위를 모듬으로 내어드리는 소량카세와 대량카세가 있습니다. 방문해주시는 모든분들께 진심을 다해 감사드립니다^^ 예약은 매장전화로 부탁드립니다!"
3669,야끼니꾸소량경복궁점,소량 오지날 하이볼,경복궁역2번 출구에서422m,영업 중23:00에 라스트오더23시 0분에 라스트오더,무선 인터넷,"안녕하세요 야끼니꾸소량 경복궁점입니다. 야끼니꾸소량은 테이블에 앉아 화로에 구워먹는 야끼니꾸 소고기와 어울리는 사이드 메뉴 다양한 주류(하이볼,소주,위스키)를 드실수 있습니다. 대표메뉴로는 당일 가장 신선한 고기부위를 모듬으로 내어드리는 소량카세와 대량카세가 있습니다. 방문해주시는 모든분들께 진심을 다해 감사드립니다^^ 예약은 매장전화로 부탁드립니다!"
3670,야끼니꾸소량경복궁점,하이볼(짐빔/자몽/유자/홍초/펀치),경복궁역2번 출구에서422m,영업 중23:00에 라스트오더23시 0분에 라스트오더,무선 인터넷,"안녕하세요 야끼니꾸소량 경복궁점입니다. 야끼니꾸소량은 테이블에 앉아 화로에 구워먹는 야끼니꾸 소고기와 어울리는 사이드 메뉴 다양한 주류(하이볼,소주,위스키)를 드실수 있습니다. 대표메뉴로는 당일 가장 신선한 고기부위를 모듬으로 내어드리는 소량카세와 대량카세가 있습니다. 방문해주시는 모든분들께 진심을 다해 감사드립니다^^ 예약은 매장전화로 부탁드립니다!"
3671,야끼니꾸소량경복궁점,육회콘,경복궁역2번 출구에서422m,영업 중23:00에 라스트오더23시 0분에 라스트오더,무선 인터넷,"안녕하세요 야끼니꾸소량 경복궁점입니다. 야끼니꾸소량은 테이블에 앉아 화로에 구워먹는 야끼니꾸 소고기와 어울리는 사이드 메뉴 다양한 주류(하이볼,소주,위스키)를 드실수 있습니다. 대표메뉴로는 당일 가장 신선한 고기부위를 모듬으로 내어드리는 소량카세와 대량카세가 있습니다. 방문해주시는 모든분들께 진심을 다해 감사드립니다^^ 예약은 매장전화로 부탁드립니다!"
3672,야끼니꾸소량경복궁점,소량명란,경복궁역2번 출구에서422m,영업 중23:00에 라스트오더23시 0분에 라스트오더,무선 인터넷,"안녕하세요 야끼니꾸소량 경복궁점입니다. 야끼니꾸소량은 테이블에 앉아 화로에 구워먹는 야끼니꾸 소고기와 어울리는 사이드 메뉴 다양한 주류(하이볼,소주,위스키)를 드실수 있습니다. 대표메뉴로는 당일 가장 신선한 고기부위를 모듬으로 내어드리는 소량카세와 대량카세가 있습니다. 방문해주시는 모든분들께 진심을 다해 감사드립니다^^ 예약은 매장전화로 부탁드립니다!"
3673,야끼니꾸소량경복궁점,우육탕,경복궁역2번 출구에서422m,영업 중23:00에 라스트오더23시 0분에 라스트오더,무선 인터넷,"안녕하세요 야끼니꾸소량 경복궁점입니다. 야끼니꾸소량은 테이블에 앉아 화로에 구워먹는 야끼니꾸 소고기와 어울리는 사이드 메뉴 다양한 주류(하이볼,소주,위스키)를 드실수 있습니다. 대표메뉴로는 당일 가장 신선한 고기부위를 모듬으로 내어드리는 소량카세와 대량카세가 있습니다. 방문해주시는 모든분들께 진심을 다해 감사드립니다^^ 예약은 매장전화로 부탁드립니다!"
3674,야끼니꾸소량경복궁점,명란우동,경복궁역2번 출구에서422m,영업 중23:00에 라스트오더23시 0분에 라스트오더,무선 인터넷,"안녕하세요 야끼니꾸소량 경복궁점입니다. 야끼니꾸소량은 테이블에 앉아 화로에 구워먹는 야끼니꾸 소고기와 어울리는 사이드 메뉴 다양한 주류(하이볼,소주,위스키)를 드실수 있습니다. 대표메뉴로는 당일 가장 신선한 고기부위를 모듬으로 내어드리는 소량카세와 대량카세가 있습니다. 방문해주시는 모든분들께 진심을 다해 감사드립니다^^ 예약은 매장전화로 부탁드립니다!"
3675,야끼니꾸소량경복궁점,뚝배기 카레우동,경복궁역2번 출구에서422m,영업 중23:00에 라스트오더23시 0분에 라스트오더,무선 인터넷,"안녕하세요 야끼니꾸소량 경복궁점입니다. 야끼니꾸소량은 테이블에 앉아 화로에 구워먹는 야끼니꾸 소고기와 어울리는 사이드 메뉴 다양한 주류(하이볼,소주,위스키)를 드실수 있습니다. 대표메뉴로는 당일 가장 신선한 고기부위를 모듬으로 내어드리는 소량카세와 대량카세가 있습니다. 방문해주시는 모든분들께 진심을 다해 감사드립니다^^ 예약은 매장전화로 부탁드립니다!"
3676,야끼니꾸소량경복궁점,냉우동,경복궁역2번 출구에서422m,영업 중23:00에 라스트오더23시 0분에 라스트오더,무선 인터넷,"안녕하세요 야끼니꾸소량 경복궁점입니다. 야끼니꾸소량은 테이블에 앉아 화로에 구워먹는 야끼니꾸 소고기와 어울리는 사이드 메뉴 다양한 주류(하이볼,소주,위스키)를 드실수 있습니다. 대표메뉴로는 당일 가장 신선한 고기부위를 모듬으로 내어드리는 소량카세와 대량카세가 있습니다. 방문해주시는 모든분들께 진심을 다해 감사드립니다^^ 예약은 매장전화로 부탁드립니다!"
3677,야끼니꾸소량경복궁점,니꾸우동,경복궁역2번 출구에서422m,영업 중23:00에 라스트오더23시 0분에 라스트오더,무선 인터넷,"안녕하세요 야끼니꾸소량 경복궁점입니다. 야끼니꾸소량은 테이블에 앉아 화로에 구워먹는 야끼니꾸 소고기와 어울리는 사이드 메뉴 다양한 주류(하이볼,소주,위스키)를 드실수 있습니다. 대표메뉴로는 당일 가장 신선한 고기부위를 모듬으로 내어드리는 소량카세와 대량카세가 있습니다. 방문해주시는 모든분들께 진심을 다해 감사드립니다^^ 예약은 매장전화로 부탁드립니다!"
3678,야끼니꾸소량경복궁점,명란덮밥,경복궁역2번 출구에서422m,영업 중23:00에 라스트오더23시 0분에 라스트오더,무선 인터넷,"안녕하세요 야끼니꾸소량 경복궁점입니다. 야끼니꾸소량은 테이블에 앉아 화로에 구워먹는 야끼니꾸 소고기와 어울리는 사이드 메뉴 다양한 주류(하이볼,소주,위스키)를 드실수 있습니다. 대표메뉴로는 당일 가장 신선한 고기부위를 모듬으로 내어드리는 소량카세와 대량카세가 있습니다. 방문해주시는 모든분들께 진심을 다해 감사드립니다^^ 예약은 매장전화로 부탁드립니다!"
3679,야끼니꾸소량경복궁점,온센타마고밥,경복궁역2번 출구에서422m,영업 중23:00에 라스트오더23시 0분에 라스트오더,무선 인터넷,"안녕하세요 야끼니꾸소량 경복궁점입니다. 야끼니꾸소량은 테이블에 앉아 화로에 구워먹는 야끼니꾸 소고기와 어울리는 사이드 메뉴 다양한 주류(하이볼,소주,위스키)를 드실수 있습니다. 대표메뉴로는 당일 가장 신선한 고기부위를 모듬으로 내어드리는 소량카세와 대량카세가 있습니다. 방문해주시는 모든분들께 진심을 다해 감사드립니다^^ 예약은 매장전화로 부탁드립니다!"
3680,야끼니꾸소량경복궁점,뚝배기 카레밥,경복궁역2번 출구에서422m,영업 중23:00에 라스트오더23시 0분에 라스트오더,무선 인터넷,"안녕하세요 야끼니꾸소량 경복궁점입니다. 야끼니꾸소량은 테이블에 앉아 화로에 구워먹는 야끼니꾸 소고기와 어울리는 사이드 메뉴 다양한 주류(하이볼,소주,위스키)를 드실수 있습니다. 대표메뉴로는 당일 가장 신선한 고기부위를 모듬으로 내어드리는 소량카세와 대량카세가 있습니다. 방문해주시는 모든분들께 진심을 다해 감사드립니다^^ 예약은 매장전화로 부탁드립니다!"
3681,일등 왕만두,고기왕만두 5개,35종로3가역15번 출구에서152m,,,
3682,일등 왕만두,군만두 8개,35종로3가역15번 출구에서152m,,,
3683,일등 왕만두,고기새우만두 6개,35종로3가역15번 출구에서152m,,,
3684,일등 왕만두,김치새우만두 6개,35종로3가역15번 출구에서152m,,,
3685,일등 왕만두,"만두국,전골만두 10개",35종로3가역15번 출구에서152m,,,
3686,일등 왕만두,김치왕만두 5개,35종로3가역15번 출구에서152m,,,
3687,일등 왕만두,단팥왕찐빵,35종로3가역15번 출구에서152m,,,
3688,일등 왕만두,야채사라다,35종로3가역15번 출구에서152m,,,
3689,일등 왕만두,영양술빵,35종로3가역15번 출구에서152m,,,
3690,일등 왕만두,찹쌀도넛 4개,35종로3가역15번 출구에서152m,,,
3691,일등 왕만두,단팥도넛 4개,35종로3가역15번 출구에서152m,,,
3692,일등 왕만두,꽈배기 4개,35종로3가역15번 출구에서152m,,,
3693,일등 왕만두,김치고로케 4개,35종로3가역15번 출구에서152m,,,
3694,모이소한마리 정육식당,소 한마리 1kg,35종로3가역15번 출구에서163m,영업 중05:00에 영업 종료5시 0분에 영업 종료,"단체석, 예약",
3695,모이소한마리 정육식당,소반마리,35종로3가역15번 출구에서163m,영업 중05:00에 영업 종료5시 0분에 영업 종료,"단체석, 예약",
3696,모이소한마리 정육식당,등심,35종로3가역15번 출구에서163m,영업 중05:00에 영업 종료5시 0분에 영업 종료,"단체석, 예약",
3697,모이소한마리 정육식당,갈비살,35종로3가역15번 출구에서163m,영업 중05:00에 영업 종료5시 0분에 영업 종료,"단체석, 예약",
3698,모이소한마리 정육식당,부채살,35종로3가역15번 출구에서163m,영업 중05:00에 영업 종료5시 0분에 영업 종료,"단체석, 예약",
3699,모이소한마리 정육식당,우거지국밥,35종로3가역15번 출구에서163m,영업 중05:00에 영업 종료5시 0분에 영업 종료,"단체석, 예약",
3700,모이소한마리 정육식당,김치찌개,35종로3가역15번 출구에서163m,영업 중05:00에 영업 종료5시 0분에 영업 종료,"단체석, 예약",
3701,모이소한마리 정육식당,물/비빔냉면,35종로3가역15번 출구에서163m,영업 중05:00에 영업 종료5시 0분에 영업 종료,"단체석, 예약",
3702,모이소한마리 정육식당,한우육회,35종로3가역15번 출구에서163m,영업 중05:00에 영업 종료5시 0분에 영업 종료,"단체석, 예약",
3703,모이소한마리 정육식당,뚝배기불고기,35종로3가역15번 출구에서163m,영업 중05:00에 영업 종료5시 0분에 영업 종료,"단체석, 예약",
3704,모이소한마리 정육식당,갈비탕,35종로3가역15번 출구에서163m,영업 중05:00에 영업 종료5시 0분에 영업 종료,"단체석, 예약",
3705,모이소한마리 정육식당,육회비빔밥,35종로3가역15번 출구에서163m,영업 중05:00에 영업 종료5시 0분에 영업 종료,"단체석, 예약",
3706,모이소한마리 정육식당,생오리 1kg,35종로3가역15번 출구에서163m,영업 중05:00에 영업 종료5시 0분에 영업 종료,"단체석, 예약",
3707,모이소한마리 정육식당,돼지한마리 1kg,35종로3가역15번 출구에서163m,영업 중05:00에 영업 종료5시 0분에 영업 종료,"단체석, 예약",
3708,라밥 LABAB(종로점),에그마니 김밥,35종로3가역15번 출구에서91m,24시간 영업,"포장, 배달, 무선 인터넷",
3709,라밥 LABAB(종로점),뚝배기 떡볶이,35종로3가역15번 출구에서91m,24시간 영업,"포장, 배달, 무선 인터넷",
3710,라밥 LABAB(종로점),수제 등심 돈까스,35종로3가역15번 출구에서91m,24시간 영업,"포장, 배달, 무선 인터넷",
3711,라밥 LABAB(종로점),떡라면,35종로3가역15번 출구에서91m,24시간 영업,"포장, 배달, 무선 인터넷",
3712,라밥 LABAB(종로점),돈까스 김치찌개,35종로3가역15번 출구에서91m,24시간 영업,"포장, 배달, 무선 인터넷",
3713,라밥 LABAB(종로점),낙지 비빔밥,35종로3가역15번 출구에서91m,24시간 영업,"포장, 배달, 무선 인터넷",
3714,ERROR,세화갈비,,,,
3715,ERROR,김제집,,,,
3716,오떡순 한식부페,식사비,종로5가역1번 출구에서364m,영업 종료내일 휴무내일 휴무,"단체 이용 가능, 포장, 남/녀 화장실 구분",혼수백화점 푸드코트에 위치해 500석정도의 넓 고 쾌적합니다. 매일 조리되는 14가지의 메뉴로 정성껏 모시겠습니다.
3717,오떡순 한식부페,식권10장,종로5가역1번 출구에서364m,영업 종료내일 휴무내일 휴무,"단체 이용 가능, 포장, 남/녀 화장실 구분",혼수백화점 푸드코트에 위치해 500석정도의 넓 고 쾌적합니다. 매일 조리되는 14가지의 메뉴로 정성껏 모시겠습니다.
3718,김삼보 한국관,제주생돼지모듬 대,종각역1번 출구에서236m,24시간 영업연중무휴연중무휴,,
3719,김삼보 한국관,제주 흑 돼지 목살,종각역1번 출구에서236m,24시간 영업연중무휴연중무휴,,
3720,김삼보 한국관,제주 오겹살,종각역1번 출구에서236m,24시간 영업연중무휴연중무휴,,
3721,김삼보 한국관,왕갈비,종각역1번 출구에서236m,24시간 영업연중무휴연중무휴,,
3722,김삼보 한국관,냉면,종각역1번 출구에서236m,24시간 영업연중무휴연중무휴,,
3723,김삼보 한국관,제주목살,종각역1번 출구에서236m,24시간 영업연중무휴연중무휴,,
3724,김삼보 한국관,제주가브리살,종각역1번 출구에서236m,24시간 영업연중무휴연중무휴,,
3725,김삼보 한국관,돼지김치찌개,종각역1번 출구에서236m,24시간 영업연중무휴연중무휴,,
3726,김삼보 한국관,부대김치찌개,종각역1번 출구에서236m,24시간 영업연중무휴연중무휴,,
3727,김삼보 한국관,참치김치찌개,종각역1번 출구에서236m,24시간 영업연중무휴연중무휴,,
3728,ERROR,원조 서린,,,,
3729,오한수 우육면가 르메이에르점,홍콩식 우육탕면,종각역1번 출구에서236m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 주차, 포장, 배달, 무선 인터넷",
3730,오한수 우육면가 르메이에르점,청경채도가니탕면(1인분),종각역1번 출구에서236m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 주차, 포장, 배달, 무선 인터넷",
3731,오한수 우육면가 르메이에르점,새우완탕면,종각역1번 출구에서236m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 주차, 포장, 배달, 무선 인터넷",
3732,오한수 우육면가 르메이에르점,군만두,종각역1번 출구에서236m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 주차, 포장, 배달, 무선 인터넷",
3733,오한수 우육면가 르메이에르점,찐만두,종각역1번 출구에서236m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 주차, 포장, 배달, 무선 인터넷",
3734,오한수 우육면가 르메이에르점,콜라(355ml),종각역1번 출구에서236m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 주차, 포장, 배달, 무선 인터넷",
3735,오한수 우육면가 르메이에르점,사이다(355ml),종각역1번 출구에서236m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 주차, 포장, 배달, 무선 인터넷",
3736,오한수 우육면가 르메이에르점,나혼자세트 1(홍콩식우육탕면+군만두2P),종각역1번 출구에서236m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 주차, 포장, 배달, 무선 인터넷",
3737,오한수 우육면가 르메이에르점,나혼자세트2(홍콩식우육탕면+찐만두2P),종각역1번 출구에서236m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 주차, 포장, 배달, 무선 인터넷",
3738,오한수 우육면가 르메이에르점,나혼자세트3(청경채도가니탕면+군만두2P),종각역1번 출구에서236m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 주차, 포장, 배달, 무선 인터넷",
3739,오한수 우육면가 르메이에르점,나혼자세트4(청경채도가니탕면+찐만두2p),종각역1번 출구에서236m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 주차, 포장, 배달, 무선 인터넷",
3740,칼국수에 끌림,손칼국수,종각역1번 출구에서236m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"무선 인터넷, 반려동물 동반",저희 칼국수에 끌림은 매일 정성스럽게 끓인 육수와 직접반죽한 면을 사용합니다
3741,칼국수에 끌림,수제비,종각역1번 출구에서236m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"무선 인터넷, 반려동물 동반",저희 칼국수에 끌림은 매일 정성스럽게 끓인 육수와 직접반죽한 면을 사용합니다
