id,메뉴,아이디,text,양,배달
141,동진종합분식,jwy****,좋아요,22.3.29.화,6
142,동진종합분식,ked****,ㆍ,22.4.1.금,3
143,동진종합분식,bmocha,가끔 김밥 사먹어요,22.1.10.월,5
144,동진종합분식,둥이5548,굿,22.4.20.수,3
145,동진종합분식,cnc0214,급할때 좋아요,22.2.10.목,3
146,동진종합분식,아로미342,굿,22.3.2.수,1
147,동진종합분식,mamamj,맛있어요,22.2.27.일,1
148,동진종합분식,blue2644,친절하세요,22.2.25.금,13
149,동진종합분식,RYUMIHEE,혼밥하기 좋네요,21.12.18.토,1
150,동진종합분식,blue2644,친절하세요,22.2.18.금,12
151,동진종합분식,특이체질54,좋아요,22.3.14.월,3
152,동진종합분식,blue2644,친절하세요,22.2.14.월,11
153,동진종합분식,씨끄뱅,굿,22.6.29.수,4
154,동진종합분식,jwy****,김치김밥 맛있어요,21.12.20.월,3
155,동진종합분식,cnc0214,맛있어요,22.2.14.월,4
156,동진종합분식,xyz****,친절하세요,22.2.21.월,17
157,동진종합분식,xyz****,친절하세요,22.2.16.수,16
158,동진종합분식,xyz****,친절하세요,22.2.11.금,15
159,동진종합분식,xyz****,친절하세요,22.2.7.월,14
160,동진종합분식,blue2644,친절하세요,22.1.17.월,10
161,동진종합분식,hey****,언제나 맛있어요.,21.11.18.목,6
162,동진종합분식,cnc0214,맛있어요,22.2.4.금,2
163,동진종합분식,hey****,참치김밥 맛있어요,21.11.16.화,5
164,동진종합분식,minni3h,맛있어요~,22.1.4.화,1
165,동진종합분식,cnc0214,맛있는집,22.2.3.목,1
166,동진종합분식,ked****,ㆍ,22.1.8.토,2
167,동진종합분식,blue2644,친절하세요,22.1.3.월,9
168,동진종합분식,jwy****,좋아요,21.12.30.목,4
169,동진종합분식,쪼요이,가격이 저렴하고 맛도 나쁘지 않아요.,21.10.1.금,1
170,동진종합분식,sin****,좋아요,22.6.1.수,1
171,동진종합분식,cyh****,굿,22.6.1.수,1
172,동진종합분식,JUNG,좋아요,22.6.1.수,1
173,동진종합분식,blue2644,친절하세요,21.12.27.월,8
174,동진종합분식,blue2644,친절하세요 좋아요,21.11.3.수,4
175,동진종합분식,xyz****,친절하세요,22.1.13.목,13
176,동진종합분식,달콤딸기65,굿굿,21.12.18.토,1
177,동진종합분식,xyz****,친절하세요,22.1.6.목,12
178,동진종합분식,별셋의욕부자,쫄면 특히 맛있어요,21.10.26.화,4
179,동진종합분식,xyz****,친절하세요 좋아요,21.11.8.월,6
180,동진종합분식,blue2644,친절하세요 맛있어요,21.10.20.수,3
181,동진종합분식,무도사6,굿,22.1.6.목,1
182,동진종합분식,bmocha,맛있어요,21.11.20.토,4
183,동진종합분식,blue2644,친절하세요 좋아요,21.10.18.월,2
184,동진종합분식,xyz****,친절하세요,21.12.28.화,11
185,동진종합분식,jwy****,좋아요,21.12.13.월,2
186,동진종합분식,blue2644,친절하세요,21.11.29.월,7
187,동진종합분식,xyz****,친절하세요,21.12.17.금,10
188,동진종합분식,blue2644,맛있어요 좋아요,21.9.30.목,1
189,동진종합분식,xyz****,친절하세요 좋아요,21.10.16.토,5
190,동진종합분식,jwy****,맛있어요,21.12.2.목,1
191,동진종합분식,hey****,언제나 굿굿,21.11.15.월,4
192,동진종합분식,둥이5548,굿,21.12.6.월,2
193,동진종합분식,xyz****,친절하세요 좋아요,21.10.11.월,4
194,동진종합분식,xyz****,친절하세요,21.11.30.화,9
195,동진종합분식,blue2644,친절하세요,21.11.9.화,6
196,동진종합분식,xyz****,친절하세요 좋아요,21.10.4.월,3
197,동진종합분식,blue2644,친절하세요,21.11.6.토,5
198,동진종합분식,xyz****,친절하세요,21.11.24.수,8
199,동진종합분식,lek****,좋아요,21.11.30.화,1
200,동진종합분식,xyz****,친절하세요,21.11.22.월,7
201,동진종합분식,xyz****,친절하세요 좋아요,21.9.28.화,2
202,동진종합분식,쭌쓰맘2165,조아요,21.11.17.수,1
203,동진종합분식,특이체질54,굿,21.11.17.수,2
204,동진종합분식,특이체질54,맛있어요,21.11.15.월,1
205,동진종합분식,c681210,김밥 라면 간단히먹기좋아요,21.8.13.금,1
206,동진종합분식,xyz****,친절하세요 좋아요,21.9.1.수,1
207,동진종합분식,진림해일,굿,21.9.10.금,1
208,동진종합분식,다닐,굿,21.9.10.금,1
209,동진종합분식,반짝반짝9422,맛있음,21.10.2.토,2
210,동진종합분식,반짝반짝9422,맛있어요,21.9.30.목,1
211,동진종합분식,newsiren,맛있어요,21.11.17.수,1
212,동진종합분식,cool12m,비빔국수 짜지않고 쫄깃하니 좋아요~,21.10.4.월,1
213,동진종합분식,kim****,쏘쏘,21.11.26.금,1
214,동진종합분식,사랑지기66,좋아요,21.9.17.금,1
215,동진종합분식,kim****,맛있어요,21.12.7.화,2
216,동진종합분식,sagang1220,맛있어요^^,21.9.9.목,1
217,동진종합분식,jangs08195,좋아요,21.8.27.금,3
218,동진종합분식,sun****,굿,21.7.30.금,1
219,동진종합분식,jangs08195,좋아요,21.8.26.목,2
220,동진종합분식,찐찐찐찐찐2야,"친절하시고, 가성비 굿",21.5.20.목,1
221,동진종합분식,jangs08195,맛있어요,21.8.12.목,1
222,동진종합분식,bmocha,맛있어요,21.7.2.금,3
223,동진종합분식,최하나384,맛잇,21.12.15.수,1
224,동진종합분식,프리신,맛있어드요 다맛있어요,21.5.26.수,2
225,동진종합분식,bmocha,맛있어요,21.6.28.월,2
226,동진종합분식,gub****,좋아요,21.11.1.월,11
227,동진종합분식,노짱74,빨라요!!,21.7.20.화,1
228,동진종합분식,씨끄뱅,굿,21.11.10.수,3
229,동진종합분식,pjkjm,첫번째 방문,21.6.28.월,1
230,동진종합분식,gub****,좋아요,21.10.19.화,10
231,동진종합분식,원5328,좋아요,21.7.3.토,1
232,동진종합분식,ffloww,맛있어요,21.5.22.토,1
233,동진종합분식,프리신,김치김밥 최고,21.4.6.화,1
234,동진종합분식,두꺼비1061,맛있게 잡수셨습니당,21.6.17.목,1
235,동진종합분식,별그대98,맛있어요,21.4.30.금,1
236,동진종합분식,봉봉빼밀리,??,21.6.1.화,1
237,동진종합분식,사막여우에오,좋아요,21.4.23.금,1
238,동진종합분식,bmocha,맛있어요,21.4.26.월,1
239,동진종합분식,rub****,동대문 가면 항상 가는 곳이예요,21.4.17.토,1
240,동진종합분식,099****,좋아요.,21.5.17.월,1
241,동진종합분식,ufo0314,굿,21.4.10.토,1
242,동진종합분식,des****,감동,21.8.11.수,1
243,동진종합분식,bea****,맛있어요,21.3.5.금,1
244,동진종합분식,씨끄뱅,굿,21.6.29.화,2
245,동진종합분식,러블리슈슈,점심 맛있어요!!!,20.12.1.화,4
246,동진종합분식,제이1892,동대문맛집,21.1.21.목,1
247,동진종합분식,PARKJUBU,동진분식은 언제나 맛있어요,20.9.28.월,1
248,동진종합분식,LOP,김밥 마시쏘,20.12.7.월,1
249,동진종합분식,비니8314,조아용,20.11.20.금,1
250,동진종합분식,ave****,맛있습니다 동대문에서 일해서 자주 사먹어용,20.8.20.목,1
251,동진종합분식,러블리슈슈,마이떠요 ㅋㅋ,20.9.22.화,3
252,동진종합분식,jjo****,마지막 김밥 한덩이 씹고 있는데 바쁘니까 빨리 자리 비워달라고 하고 계산할때도 카드랑 현금 찾고 있으니까 아무거나 빨리 달라고 불친절하게 맘 하시네요 째려보시고 아무리 바쁘셔도 너무 불친절해서 기분이 상하네요,20.7.8.수,1
253,동진종합분식,지롱지롱32,맛있어요,20.11.6.금,1
254,동진종합분식,eun****,좋아요,20.10.27.화,1
255,동진종합분식,꼼지락 좋아,매운김밥 열무소면 비빔냉면 다 맛있어요,20.6.22.월,1
256,동진종합분식,러블리슈슈,좋아요!,20.8.11.화,2
257,동진종합분식,hhe****,좋ㅇ요,20.8.24.월,4
258,동진종합분식,andso,맛있어요,20.12.9.수,1
259,동진종합분식,hsy****,굳,20.8.19.수,1
260,동진종합분식,안유주78,맛있어요 하지만 청결이 좀.....,20.5.2.토,1
261,동진종합분식,리얼찐,수제비 강추,20.7.7.화,2
262,동진종합분식,gurik,좋아요,20.8.13.목,1
263,동진종합분식,쌍둥어멈,ㅅ,20.7.17.금,1
264,동진종합분식,kyung9778,굿,20.12.9.수,1
265,동진종합분식,러블리슈슈,ㅎㅎ맛있어요!,20.7.2.목,1
266,동진종합분식,백곰168,동대문시장 가면 자주 가는 식당이에요. 같이 간 친구가 분식집의 업그레이드 버전이라고 얘기할 정도로 맛은 좋습니다. 먹었던 메뉴가 정말 다 맛있었어요.,20.3.24.화,1
267,동진종합분식,더새로움,맛있어요,20.6.9.화,1
268,동진종합분식,ohh****,맛있어요,20.11.6.금,1
269,동진종합분식,아잉이초,굿,20.5.14.목,1
270,동진종합분식,루나8613,그냥 그맛입니다...맛집은 아닌데 맛이없지도 않아요 평이해요,20.2.21.금,1
271,동진종합분식,리얼찐,김밥 수제비 너구리 쫄면 최고,19.12.4.수,1
272,동진종합분식,wkqdkfk1318,굿,20.3.12.목,1
273,동진종합분식,뀽이,맛있습니다,19.9.17.화,1
274,동진종합분식,Bbetter,먹어본 분식집중에 정말 Top3중에 드는 맛집 맛있게 먹느라 음식 사진을 찍을 여유도 없었네요 동대문 종합상가 후면 신호등 앞에 있어 찾기 쉬워요 :)♡,19.3.1.금,1
1,한라참치동대문점,그리다29,참치는 맛있었는데 사장님 혼자 하시다보니 서비스가 부족합니다,8.13.일,1
2,한라참치동대문점,치킨선수,"어머니랑 간간히 들르는 곳인데, 사장님 참치 부위 설명도 친절히 해주시고 주문하기 전에 먼저 채워주시고 너무 좋습니다~ 지역 봉사고 하시는 모습에 마음 따뜻해지고 좋네요..ㅎㅎ",4.23.일,1
3,한라참치동대문점,loveamji,굿,7.8.토,4
4,한라참치동대문점,pzi****,또 왔어요!! 이번엔 부모님이랑 갔다왔고 원래도 참치를 되게 좋아하시는데 다녀와서는 여기 참치가 부위가 정말 좋고 굉장히 신선하다고 말하시더라구요?? 합리적인 가격에 이렇게 좋은 부위를 먹을수 있다니ㅠㅠ.. 참치도 참치지만 사장님도 너무 친절하시고 매장 분위기도 아늑하고 편안했어요? 또 참치가 맛있어도 스끼는 아닌 곳도 많은데 여기는 기본으로 나오는 죽부터도 정말 맛있었어요!!!! 다음에 또 갈게욤??????,22.11.29.화,2
5,한라참치동대문점,loveamji,월곡역 참치집중 최고입니다 일단 너무너무 친절하세요~~,2.18.토,2
6,한라참치동대문점,loveamji,완전 짱짱짱,4.29.토,3
7,한라참치동대문점,케이몽80,신선해서 ?? ?? ?? ?? ??,2.12.일,1
8,한라참치동대문점,지니지니59,항상 고퀄리티의 맛있는 참치를 먹을수있고 사장님이 너무너무 좋은 월곡 최고 참치집입니다!! 오늘도 너무 맛있게 먹었습니다~~~,22.11.11.금,2
9,한라참치동대문점,지니지니59,참치맛좀안다~~하는 월곡사람들이면 무조건 한라참치가세요 참치퀄리티 미쳤구 사장님도 너무 친절하십니다. 참치집은 무조건 한라참치로 정착!! 모든것이 완벽한 참치집입니다~!!,22.9.3.토,1
10,한라참치동대문점,몽실몽실6266,깔끔한 맛 짱요~,2.12.일,1
11,한라참치동대문점,pzi****,너무 너무 맛있어요 ㅠㅠ.. 직장근처 집근처 참치집 다 가봐도 괜찮은 곳 하나 찾기 힘들었는데 앞으로 여기만 가야겠어요 ㅎㅎㅎ 진으로 먹었고 부위도 너무 좋고 신선하기까지해요! 이정도 퀄리티는 웬만한데서 못나올 것 같네용 합리적인 가격에 너무 좋은음식 먹었습니다! 세팅해주시면서 부위하나 하나 다 설명해주셔서 먹으면서도 너무 좋았어용ㅋㅋ 그리구 참치머리도 서비스 주셨는데 그것도 직접 손질해주시고 부위설명까지 따로 해주셨어요! 참치도 너무 좋았지만 서비스와 친절 그리고 가격면에서도 너무 만족했습니다! 번창하세요 :),21.12.3.금,1
12,한라참치동대문점,golds,굿,22.7.28.목,1
13,한라참치동대문점,뽀미여미,굿,22.5.14.토,1
14,한라참치동대문점,susummer,너무 맛있어요!!,21.12.24.금,1
15,한라참치동대문점,loveamji,일단 맛있어요^^ 참치회가 신선하고 아주 좋아요 사장님두분 엄청 친절하세요~~ 여기 당골하려고요~ 맛있게 잘 먹고 왔네요,21.11.20.토,1
16,한라참치동대문점,룰루랄라7450,참치 질도 훌륭하고 양도 푸짐해서 좋아요! 사장님이 뱃살 다진거도 잘 챙겨주시고 이렇게 알찬 참치집이 있어 좋아요!!,21.3.23.화,1
17,한라참치동대문점,우아한가지,조아요,20.12.10.목,1
18,한라참치동대문점,해피맘6226,오래된 곳인만큼 믿고 먹을만해요 죽도 맛나요,20.6.4.목,1
1,수유리우동 동묘점,corona717,점심때 자주 이용해요 ~ 맛있습니다 ^^,5.9.화,1
2,수유리우동 동묘점,해피시나모롤,국수는 평범하지만 만두와 같이 먹으니 시너지가 굉장해요 만두 정말 알차고 맛있었어요 직원분들이 밝고 활기차서 좋았어요,2.10.금,1
3,수유리우동 동묘점,thals096563,맛있어요,8.2.수,2
4,수유리우동 동묘점,붕16,음식은괜찮은데~주방에뚱뚱하신분이좀쌀쌀게말씀하시고때때거리시내요,8.25.금,1
5,수유리우동 동묘점,중경삼림,혼밥족을 위한 테이블이 잘 되어있고 직원분들 친절하세요.,4.22.토,1
6,수유리우동 동묘점,건담king,굿,6.7.수,2
7,수유리우동 동묘점,건담king,친절하고 맛있네요^^,4.19.수,1
8,수유리우동 동묘점,psr****,,4.26.수,1
9,수유리우동 동묘점,냐옹41,굿,7.8.토,3
10,수유리우동 동묘점,냐옹41,굿,7.7.금,2
11,수유리우동 동묘점,할룽요,맛있게 먹었어요~~,5.3.수,1
12,수유리우동 동묘점,이모조카,굿,6.6.화,1
13,수유리우동 동묘점,버터풀라이,친절하시고 음식도 맛잇어요,1.27.금,1
14,수유리우동 동묘점,sub****,좋아요,7.8.토,3
15,수유리우동 동묘점,sub****,좋아요,7.7.금,2
16,수유리우동 동묘점,khs****,좋아요,5.16.화,1
17,수유리우동 동묘점,kmo****,좋아요,5.16.화,1
18,수유리우동 동묘점,제니블링,최애 김밥집입니다,1.12.목,13
19,수유리우동 동묘점,yoy****,맛있어요,5.8.월,2
20,수유리우동 동묘점,glvme,첫방문이예요,3.7.화,2
21,수유리우동 동묘점,thals096563,맛있어요,3.10.금,1
22,수유리우동 동묘점,kal****,굿~~~수유리우동집~~~ 여러군데~~~맛이 변함없으면 앞으로 대박,22.12.13.화,1
23,수유리우동 동묘점,히요꼬,굿굿,4.3.월,1
24,수유리우동 동묘점,냐옹41,그ㅅ,3.11.토,1
25,수유리우동 동묘점,따봉이92,참치김밥을 시켯는데 일반김밥에 비해 참치가 쥐똥만큼 들어 가네요 천원차이인데 이럴거면 안시켜먹죠 개선하세요,22.12.20.화,1
26,수유리우동 동묘점,고카페인79,국물이 너무 시원해요~~,4.11.화,1
27,수유리우동 동묘점,신왕재왕,굿,2.27.월,2
28,수유리우동 동묘점,yoy****,굿,2.6.월,1
29,수유리우동 동묘점,sub****,맛있어요^^,3.14.화,1
30,수유리우동 동묘점,mkl1208,음식맛도좋고친절해요,22.9.21.수,1
31,수유리우동 동묘점,jhbannmarri,굿,4.7.금,1
32,수유리우동 동묘점,제니블링,늘 맛있어요,22.11.10.목,11
33,수유리우동 동묘점,신왕재왕,굿,22.12.27.화,1
34,수유리우동 동묘점,rbe****,비빔국수~육수~,22.9.13.화,1
35,수유리우동 동묘점,두꺼비1061,잔치국수 잘 먹고 갑니다,22.10.20.목,3
36,수유리우동 동묘점,영수증적립용,좋아요,22.9.14.수,1
37,수유리우동 동묘점,쌍용대장,쫄면맛집,22.8.15.월,1
38,수유리우동 동묘점,늄늄25,비빔국수 육수,22.6.17.금,1
39,수유리우동 동묘점,김치볶음밥94,맛있고 가성비 괜찮아요,22.5.13.금,1
40,수유리우동 동묘점,kik****,굿,22.8.24.수,1
41,수유리우동 동묘점,쩡7892,좋아요,22.7.16.토,1
42,수유리우동 동묘점,두꺼비1061,맛있어요,22.10.25.화,4
43,수유리우동 동묘점,시시콜콜이,가성비 짱,22.8.2.화,1
44,수유리우동 동묘점,sk5192,오,22.6.29.수,1
45,수유리우동 동묘점,wackychick,담백하고 가성비 넘 좋고 혼밥 좋습니다,22.2.17.목,2
46,수유리우동 동묘점,91****,더운날 친구랑 열무국수 한그릇 시원하게 먹었네요,22.8.20.토,1
47,수유리우동 동묘점,수수꽃다리1962,열무국수 맛있어요 단무지도 듬뿍듬뿍~~^^,22.3.11.금,1
48,수유리우동 동묘점,제니블링,일주일에 한번은 꼭 갈정도로 매주 방문하는 좋아하는 곳인데 가끔 포장해가는데 전엔 안그랬는데 이번엔 김밥 한줄 포장 손님들은 덜렁 김밥만 내주시더라구요.. 젓가락 단무지 봉지도 없이.. 최소한 봉지에는 넣어주셔야 가져가는데 많이 아쉬웠어요,21.12.13.월,9
49,수유리우동 동묘점,b2****,배달도 빠르고 맛있어요!!,22.3.11.금,1
50,수유리우동 동묘점,인생1083,굳,22.3.31.목,1
51,수유리우동 동묘점,os****,굳,22.3.31.목,1
52,수유리우동 동묘점,점056,맛집,22.5.26.목,1
53,수유리우동 동묘점,sdyu4846,맛있어요,22.3.11.금,1
54,수유리우동 동묘점,금반지8,괜찬습니다,22.3.8.화,1
55,수유리우동 동묘점,kimyy02,항상친절하세녀,21.12.16.목,2
56,수유리우동 동묘점,두꺼비1061,수유리 우동 ㅇㆍ랫만에 왔습니다,22.2.14.월,2
57,수유리우동 동묘점,tjdud7244,굿,22.2.3.목,2
58,수유리우동 동묘점,kimyy02,김밥맛이 들쑥날쑥 싱겁다가 짜다가 ㅜㅜ실망,21.10.5.화,1
59,수유리우동 동묘점,Hihay,바쁠때 가도 사장님 항상 친절한곳! 갈 때마다 기분이 좋은곳입니다.,21.9.11.토,2
60,수유리우동 동묘점,짠내남,굿,21.12.17.금,2
61,수유리우동 동묘점,짠내남,굿,21.12.17.금,1
62,수유리우동 동묘점,lot****,맛있어요,21.12.7.화,2
63,수유리우동 동묘점,lot****,맛있어요,21.12.7.화,1
64,수유리우동 동묘점,Hihay,사장님 친절하시고 맛도 좋아요♥???,21.7.7.수,1
65,수유리우동 동묘점,tjdud7244,맛있어요,21.10.5.화,1
66,수유리우동 동묘점,glvme,괜 찮아요,21.9.16.목,1
67,수유리우동 동묘점,sya29,좀 많이 짰어요 맛은있어요~,21.6.11.금,1
68,수유리우동 동묘점,daka,친절하고 맛있어요 조금 아쉬운것은 김밥에 어묵맛이 잘 안나요 수유리우동은 어묵이 너무 얇아 어묵맛이 안나다보니 시금치등 나물맛이 더 많이 나서 아쉬워요 쫄면은 비주얼면에서 좀 더 깔끔한 토핑배열이 아쉬웠어요,21.3.26.금,1
69,수유리우동 동묘점,소나무7182,사장님이 친절하고 음식이 맛있어요,21.5.4.화,1
70,수유리우동 동묘점,라이크가을,맛있는데 김밥은 비쌈,21.4.7.수,1
71,수유리우동 동묘점,hic****,미원맛에 중국김치,21.4.23.금,1
72,수유리우동 동묘점,아자아자8467,동묘시장에 갈만한곳이 별로 없네요,21.2.27.토,1
73,수유리우동 동묘점,sseunoau,사장님이 항상 친절하셔서 좋아요!,21.1.16.토,1
74,수유리우동 동묘점,콩단추,맛있어요,21.4.6.화,1
75,수유리우동 동묘점,wha****,너무 맛있게 잘 먹 고 있어요,21.1.16.토,1
76,수유리우동 동묘점,cho****,ㅋ,21.2.20.토,2
77,수유리우동 동묘점,pek****,굿,21.5.15.토,6
78,수유리우동 동묘점,tns****,9,21.2.3.수,1
79,수유리우동 동묘점,con****,좋아요.,21.2.20.토,1
80,수유리우동 동묘점,cho****,좋아요,21.2.20.토,1
81,수유리우동 동묘점,수앤지,가끔 김밥 사러 가는 집. 가성비 갈끔해요!,20.9.21.월,1
82,수유리우동 동묘점,마할랄렐 쾌온,"어묵 우동이 5,500원임. 치즈 김밥이 3,500원임.",21.2.8.월,1
83,수유리우동 동묘점,수앤지,김밥 크고 괜찮습니다 ^^,20.9.25.금,2
84,수유리우동 동묘점,매화나무 냐옹,동묘역 맛집임. 사장님이 빠릿빠릿 하셔서 사람 많아도 주문 빨리 나옴. 근처에서 가게해서 메뉴 다 먹어봤는데 얼큰 우동이랑 쫄면이 제일 맛있음,20.6.3.수,1
85,수유리우동 동묘점,cho****,굿굿,21.1.8.금,1
86,수유리우동 동묘점,매화나무 냐옹,열무비빔밥에 열무가 푹 익어서 맛있었어요 싱겁게 먹는편이라 장을 따로 주셔서 마음에 들었어요,20.7.17.금,3
87,수유리우동 동묘점,pek****,굿,21.3.4.목,5
88,수유리우동 동묘점,블리향,굿,20.11.19.목,1
89,수유리우동 동묘점,DREAMingJEUNE,맛있어여. 직원분들도 친절하세요. 본점보다는 조금 덜 맛있지만 그래도 맛있어요 :),20.9.12.토,1
90,수유리우동 동묘점,knp****,굿,20.12.16.수,1
91,수유리우동 동묘점,무지개별11,좋아요,20.12.9.수,1
92,수유리우동 동묘점,지젤55,굿굿,20.12.3.목,1
93,수유리우동 동묘점,매화나무 냐옹,항상 맛있게 먹어요 콩국수도 생면 jmt,20.7.3.금,2
94,수유리우동 동묘점,쁘띠596,"김밥, 비빔국수 너무 맛있어요.",20.6.29.월,1
95,수유리우동 동묘점,깜지씨,조아요,20.12.24.목,1
96,수유리우동 동묘점,pek****,굿,21.1.6.수,4
97,수유리우동 동묘점,pek****,굿,21.1.6.수,3
98,수유리우동 동묘점,Sung hoo,싸고 먹을만 했어요. 가성비로는 좋음,20.7.25.토,1
99,수유리우동 동묘점,byu****,굿,21.1.6.수,1
100,수유리우동 동묘점,상아그녀,너무한거 아닙니까. 열무국수 시켰는데 국물에서 고추장맛밖에 안나요. 김밥을 왜 이렇게 짠지. 수유리 우동집 어딜가나 기본은 하는데 이런 맛은 처음이네요. 진짜 열무국수는 사람 농락하는 것도 아니고 심각하네요,20.5.13.수,1
101,수유리우동 동묘점,소나기861,좋아요,20.11.12.목,1
102,수유리우동 동묘점,happy4479,굿,20.12.14.월,1
103,수유리우동 동묘점,s3u3n3g3,마트10번째방문,20.7.6.월,1
104,수유리우동 동묘점,호랭이8054,#수유리우동#동묘점최고#열무비빔밥#콩국시맛집,20.6.2.화,1
105,수유리우동 동묘점,옹31,음식도 빨리 나오고 저렴해요 매장도 깨끗합니다,20.4.28.화,1
106,수유리우동 동묘점,ham5465,맛있어요,20.7.7.화,1
107,수유리우동 동묘점,tkdgk244,냉옥수수차 찐맛!,20.6.10.수,1
108,수유리우동 동묘점,an****,맛있어요,20.7.14.화,1
109,수유리우동 동묘점,pek****,깨끗하고 맛이 깔끔해요,20.8.7.금,1
110,수유리우동 동묘점,pek****,굿,20.9.24.목,2
111,수유리우동 동묘점,호랭이8054,맛집,20.6.10.수,2
112,수유리우동 동묘점,제니블링,맛있어요,20.4.20.월,1
113,수유리우동 동묘점,규민21,가락국수 맛있는집. 선불. 동묘앞역,19.10.24.목,1
114,수유리우동 동묘점,오공이99,친절하시지만 김밥이 짜네요,19.11.27.수,1
115,수유리우동 동묘점,천사쭈,조아요,20.7.7.화,1
116,수유리우동 동묘점,피비33,맛있어요,20.7.29.수,1
1,빵& 빵,가을바람커피바리스타,"동네 골목안에 유명 마카롱 집인데도, 처음 새벽 웨이팅으로 유명한데다 오픈전에 금방 동이나서 많이 먹어보진 않았던 곳. 가끔 운 좋으면 사 먹긴 했었는데, 요즘은 그런 게 많이 없어졌던 듯.. 여름 한동안 오래 문을 닫았다가 오랜만에 재오픈이라 행사까지 한다고 해서 4+1로 겟 했던..ㅎ 4+1이라 10개 미리 골랐다가, 결제금이 20,000원이 아니라 얼결에 25,000원이 되어버린..;;; ★보통 행사 진행하면(갯수가 딱 안 맞을시에) 갯수 맞춰서 추가 하거나 빼거나 해서 갯수 맞춰 사겠냐고 물어보는 게 국룰인데..ㅠㅠ 많이들 바빴는지 귀챦았는지, 결제하고 오면서 알아서 그냥 델구옴..;;; 그래도 요즘 마카롱 다 비싼 곳들도 많은데 아직 가격은 괜챦아서 그냥 넘어감..ㅎ",9.7.목,1
2,빵& 빵,hello456,바질토마토크림치즈마카롱 넘 맛있어요!?? 행복해지는 맛..!!?? 휘낭시에도 맛있었어요!,9.16.토,2
3,빵& 빵,별난아이51,주말 오픈 시간 맞춰 가도 웨이팅 ㅠㅠ 11시에 갔는데 40분에 구매 완료 그래도 이 가격에 맛 찾기 어려워서 다시 왔어요,9.10.일,1
4,빵& 빵,marubin,소문만 듣다 처음으로 오픈런해본 솜솜베이커리.. 일정이 있어서 그 자리에서 먹을 소량만 사왔는데 돼지바는 쏘쏘했고 우유맛은 초끔 느끼했고 레드벨벳 필링이 제일 맛있었고 초당옥수수 구수하니 맛 잘 살렸어요,7.2.일,1
5,빵& 빵,일상9383,특별한 솜솜 너무 맛있어요,7.8.토,5
6,빵& 빵,i4****,마카롱 디저트는 역시 솜솜 사장님이 너무 친절해요,9.8.금,24
7,빵& 빵,박봄이,옛날에 몇번 줄섰다가 구매 실패하고서는 안와봤었다가 요즘은 낮에 가도 구매할 수 있다길래 드디어!! 접했어요!! 바닐라약과푸딩 사봤는데 평소에 이런 류의 푸딩 별로 안좋아했는데 딱히 그런 것도 아니었나봐요?! 넘 맛있었습니다ㅎㅎ,6.8.목,1
8,빵& 빵,보물두개64,"요즘은 오래 줄 안서네요. 마카롱도 맛있는데, 디저트가 너무 취저예요. 최고!",6.25.일,1
9,빵& 빵,bnoo0107,오픈런 힘들어요. 체리케이크랑 마카롱 맛있어요. 특히 마카롱이 진짜 맛있어요,6.10.토,1
10,빵& 빵,사랑해훈,오랜만에 갔는데 역시 맛있네요~~ 짱~~~,7.13.목,1
11,빵& 빵,키미쨩,"거의 1년반만에 급생각나서 다시 찾아왔어요!! 오기전에 인스타에서 라인업부터 확인하고 11시반쯤 도착했는데 앞에 줄이 좀 있긴했어요. 예전에는 새벽부터 왔는데 시간이 바뀐거 같드라구요. 앞에계신 분들이 빨리빨리 구매해주셔서 제가 원하는 마카롱이랑 푸딩을 살 수 있어서 다행이었어요 ???????? 예전만큼 마카롱을 엄청 많이 쟁여오지는 않았는데, 커스터드 푸딩이랑 약과버터바랑 애플망고케이크 맛있네요! 마카롱도 맛있지만 디저트들 다 맛있는것 같아요?? 냉동실에 넣어놓은 두개의 마카롱이 떨어지면 또 와야겠어요",4.8.토,2
12,빵& 빵,맛집은 따따불,아 너무너무 맛있서요. 빨리가셔요 품절되요. 마카롱 리얼이네요.,6.17.토,1
13,빵& 빵,빵빵먕,체리 메뉴가 많아서 좋았습니다 ㅎㅎ! 황치즈 가나슈 오랜만에 먹으니 너무 맛있어요??,6.18.일,7
14,빵& 빵,거대토끼39,"오픈시간 맞춰서 부랴부랴 갔는데 역시 솜솜,,, 길고긴 웨이팅을 기다리고 드디어 구매성공! 마카롱은 말할것도 없이 맛있고 쿠키 대존맛!",6.11.일,1
15,빵& 빵,81미세스깡,선물하려고 구입했어요^^ 바로 집앞이라 너무 좋아요!선물할 일 있음 여기 마카롱이 생각나요^^ 솜솜마카롱은 말이 필요없죠^^,6.3.토,1
16,빵& 빵,esaes,마카롱 가성비 짱짱 푸딩류도 맛있어요 바나나맛 짱진한 바나나푸딩,6.10.토,1
17,빵& 빵,하니6555,웨이팅 있지만 가성비 좋고 맛있어요,6.18.일,1
18,빵& 빵,개인자료실,괜히 유명한것이 아니라는 걸 알았습니다. 맛이 굉장히 진하고 좋더군요..!,6.17.토,1
19,빵& 빵,일상9383,크림이 뚱이라 너무 좋아요~ 솜솜 마카롱이 최고입니다~,5.6.토,3
20,빵& 빵,바람개비4661,선물받는거 말고는 처음 방문했는데 다른데서는 쉽게 찾아보지 못했던 바나나푸딩 약과바닐라푸딩등이 있어서 신기했어요! 마카롱은 역시 맛있었답니다,6.8.목,1
